word,frequency
không,58
tím,57
váy,56
bạn,55
số,54
cỏ,54
dẫn,53
hình,53
bốn,52
đường,52
từ,52
mèo,51
tập_luyện,50
quỳ,49
bức,48
chạm,48
gấu,47
cố_gắng,47
khuỵu,47
trượt,46
bóng_chuyền,46
hàng_rào,45
giữ,45
nhí,45
bàn,44
cầu_môn,42
giữa,42
trụ,41
di_chuyển,40
phòng,39
dụng_cụ,39
là,39
ông_già,38
lấy,38
thả,38
nước,37
mặt,37
dài,37
mũ,37
Nam,36
phát,36
ngã,36
tay_trái,35
đi,35
hướng_dẫn,35
lá,34
đuổi,33
chiếc,33
sang,33
buổi,32
dĩa,32
hồng,32
gần,32
chày,31
nhựa,31
gối,31
cầu,31
tranh_giành,29
huấn_luyện_viên,29
chơi_đùa,29
đầu,29
đà,29
tâng,28
một_vài,28
tay_phải,28
xung_quanh,28
ngửa,28
diều,28
rổ,27
bộ,26
lưng,26
ngậm,26
vai,26
pha,25
nhón,25
sọc,25
giống,25
đồng_đội,25
kép,24
nhồi,24
lớn,24
san,24
ngôi,24
đồ_chơi,24
giỏ,24
đồng_phục,23
còn,22
gỗ,22
cách,22
lại,22
cúi,22
tụ_tập,21
diễn_biến,21
dắt,21
nhỏ,21
nâu,21
bắt_tay,20
sàn,20
kính,20
bông,20
tuyết,20
quần,20
cưỡi,20
thành,20
quanh,20
xe_lăn,19
tivi,19
nói_chuyện,19
nguời,19
trai,19
rải_rác,19
cản,19
thảo_luận,18
bảo_vệ,18
thảy,18
xếp_hàng,18
giường,18
cánh,18
trò_chuyện,17
đồng,17
mọi,17
ngựa,17
mã,17
bóng_bàn,17
vòi,17
ván,17
vợ,17
chờ_đợi,17
lơ_lửng,17
tập,17
hàng,16
đá_quả_bóng,16
bởi,16
mang,16
dù,15
khách,15
xem,15
vali,15
nón,15
nam_nữ,15
dang,15
chú,15
tập_trung,15
chờ,15
cận_cảnh,15
mưa,15
xong,15
lão,15
đồng_cỏ,15
miệng,15
ông,15
lớn_tuổi,15
toà,15
gia_đình,15
bị,14
sát,14
khăn,14
ngủ,14
quang_cảnh,14
đã,14
núi,14
tham_gia,14
chwoi,14
ngắn,13
càm,13
chống,13
nhặt,13
học,13
hụt,13
vị_trí,13
thú,13
năm,13
cản_phá,13
đàn_ông_đội,13
gập,12
học_sinh,12
làm,12
vỉa_hè,12
tường,12
bi,12
chàng,12
cố,12
đó,12
môt,12
găng,12
chung,12
trần,12
đánh_đầu,12
rộng,11
giờ,11
nó,11
cười,11
băng,11
khởi_động,11
hướng,11
kiểm_soát,11
ghi_bàn,11
trẻ_em,11
cởi,11
lướt_ván,11
đẩy,11
phụ_huynh,11
xa,11
mẹ,10
tay_vợt,10
bắt_đầu,10
sắp,10
khum,10
gãy,10
bóng_ném,10
cha,10
thuyền,10
giao,10
hồ,10
kia,10
thể_dục,10
bàn_bạc,10
sân_chơi,10
hâm_mộ,10
thi,10
cứu,10
viên,10
dọc,10
lồng,10
hoá_trang,10
lúc,10
đen_trắng,9
bắc_cực,9
mõm,9
trò_chơi,9
thủ,9
màn_hình,9
ngăn_chặn,9
thể_thao,9
bà,9
bậc,9
xe_đạp,9
hải_cẩu,9
đĩa,9
sở,9
nguwofi,9
tảng,9
sân_vận_động,9
gác,9
ném_đĩa,9
sải,9
sự,9
ngang,9
ban_đêm,9
vận,9
lục,8
sông,8
dây,8
bơi,8
quan,8
dộng,8
đan,8
nhà_thi_đấu,8
chươi,8
bờ,8
ăn_mừng,8
mặt_nước,8
bỏng,8
căn,8
máy,8
cặp,8
đàn,8
khỏi,8
né,8
người_lớn,8
đường_phố,7
máy_ảnh,7
sân_khấu,7
khu,7
thảm,7
môn,7
chờm,7
xếp,7
thang,7
ngăn_cản,7
bánh,7
máy_tính,7
chuyền,7
biểu_diễn,7
kí_tên,7
dạo,7
tối,7
đội_tuyển,7
uống,7
tóc,7
chai,7
đanh,7
bảo,7
chiếu,7
thành_công,7
mông,7
thùng,7
chị_em,7
rất,7
phao,7
chuẩn,6
tại,6
quay_phim,6
bữa,6
10,6
vòng_tròn,6
xin,6
chữ_kí,6
anh_em,6
ăn,6
không_trung,6
bao,6
lòng,6
quay,6
xe,6
vây,6
sẩy,6
nhún,6
cán,6
vơi,6
chứa,6
bán,6
đáng,6
cha_con,6
lưu_niệm,6
đánh_đôi,6
tầm,6
họ,6
lễ_hội,6
ngời,6
bố_mẹ,6
sặc_sỡ,6
phụ,5
bắt_cái,5
đủ,5
khán_đài,5
gồm,5
robot,5
ngón,5
quán,5
kẽm,5
gận,5
phạt_góc,5
ghi_hình,5
sofa,5
giấy,5
sinh_nhật,5
bàn_phím,5
đào,5
sắt,5
lưỡi,5
dựa,5
tiệc,5
trến_ân,5
răng,5
phần,5
cao_bằng,5
ngọn,5
hông,5
balo,5
cừu,5
lượt,5
sân_sau,5
bikini,5
chính,5
nghỉ,5
vũng,5
tiếp_xúc,5
cửa_hàng,5
chèo,5
che,5
trao,4
sất,4
nhỏ_tuổi,4
18,4
hãm,4
đồi,4
cuối,4
bát,4
hạ,4
lều,4
giả,4
khuyết_tật,4
xinh_đẹp,4
cứu_hoả,4
lính,4
đất_cát,4
nón_bảo_hiểm,4
tập_hợp,4
giày,4
đùi,4
hoàng_hôn,4
tẻ,4
đặt_chân,4
túi,4
hoa,4
thè,4
lề_đường,4
xe_buýt,4
tenní,4
điều_khiển,4
thân,4
áo_khoác,4
nảy,4
đập,4
photoshop,4
cãi,4
tenis,4
lỗ,4
vồ,4
trến,4
quần_áo,4
xẹp,4
dẽo,4
dâu,4
bổng,4
gấu_trắng,4
cổ,4
kết_thúc,4
giải_lao,4
ở_trần,4
mặt_đất,4
sân_trường,4
mạnh,4
9,4
mô_tả,4
chay,4
lò_sưởi,4
11,3
cụt,3
bia,3
đựng,3
q,3
nơ,3
game,3
ghép,3
vìa,3
vướng,3
thủ_thế,3
phsia,3
giận_dữ,3
tennnis,3
bơm,3
co,3
anh_chàng,3
bố,3
tuổi,3
da,3
sáu,3
bụng,3
anh_trai,3
máy_sấy,3
lăn,3
13,3
Indians,3
Red_Sox,3
cắn,3
ảo,3
chướng_ngại_vật,3
Bắc_cực,3
giao_hữu,3
đnag,3
kẹp,3
thợ,3
quần_vợt,3
dạy,3
cúp,3
mùa,3
tạm,3
đến,3
lao,3
trường_học,3
nhận,3
ô_tô,3
hít,3
nghe,3
học_trò,3
chăm_sóc,3
treo,3
vui_chơi,3
phạt,3
chủ,3
tựa,3
nặn,3
kế,3
đậu,3
gọn,3
vật_dụng,3
đàng,3
bác_sĩ,3
góc,3
vòng,3
rừng,3
đóng,3
trốn,3
động_viên,3
gì,3
thức_ăn,3
rơi,3
trúng,3
rào,3
sô,3
rượt,3
cũ,3
tennsi,3
mốt,3
trưng_bày,3
nổi,3
choi,3
tenins,3
sơ_mi,3
ngươi,3
trùm,3
chặn,3
cuộc,3
trường,3
chắn_bóng,3
kín,3
vui_vẻ,3
vì,3
xi_măng,3
quân_nhân,2
hành_động,2
trao_đổi,2
đâng,2
chúng,2
26,2
tài_liệu,2
bống,2
đội_hình,2
dựng,2
nhấc,2
súng,2
dạ_quang,2
thưởng,2
càu,2
tạo,2
đangt,2
gãi,2
nghiệp_dư,2
dành,2
nghỉ_ngơi,2
vơt,2
tỉ_thí,2
học_viên,2
nằm_xuống,2
ngược,2
phi_hành_gia,2
vè,2
NASA,2
lỡ,2
chiến_thuật,2
xiếc,2
quấn,2
giải,2
làm_việc,2
nghĩ,2
thẳng,2
độ,2
vui,2
hay,2
thất_bại,2
vượt,2
chuản,2
leo_trèo,2
đanng,2
dằn,2
thăng_bằng,2
55,2
bộ_đội,2
754,2
mở,2
chỉ,2
căng,2
-,2
ân,2
thực,2
đơn,2
a,2
cổ_điển,2
kĩ_năng,2
dãy,2
trở_lại,2
cầu_lông,2
tạo_hình,2
2,2
bàn_chân,2
này,2
thoát,2
kính_mát,2
điện_thoại,2
dừng,2
dính,2
luyện,2
sat,2
chuyển,2
xung,2
cáo,2
giăng,2
bòng,2
namd,2
l,2
bừa_bộn,2
thầy_giáo,2
pụ,2
huỵnh,2
dàn,2
thưởng_thức,2
chuỗi,2
một_mình,2
ao,2
nhwuxng,2
khổng_lồ,2
6,2
ánh,2
lướt_sóng,2
sóng,2
dỡ,2
chăn,2
ụ,2
chéo,2
võng,2
đầy,2
lapse,2
choàng,2
đứbg,2
tránh,2
quần_jean,2
bón,2
g,2
bó,2
bong,2
1,2
mái,2
huấn_luyện,2
xoạc,2
hình_thức,2
người_thân,2
rỗng,2
23,2
quá,2
time,2
mặt_cầu,2
mủ,2
nỗ_lực,2
thut,2
thất_vọng,2
ô,2
bosnbg,2
đè,2
trăng,2
vậy,2
khung,2
tắm,2
cửa_sổ,2
tời,2
ta,2
già,2
áp_phích,2
nắp,2
ban,2
sấn,2
24,2
kiểm_tra,2
tay_chơi,2
tài,2
43,2
riêng_biệt,2
cuớp,2
giương,2
đổ,2
giữ_chân,2
ôn,2
uốn,2
người_người,2
câm,2
đung_đưa,2
rực_rỡ,2
tình_hình,2
câu,2
giai_đoạn,2
của_trường,2
mẹ_con,2
màu_sắc,2
ngày,2
chiều,2
đấ,2
đa,2
sấp_mặt,2
cola,2
không_khí,2
tờ,2
nữu,2
nói_thầm,2
boo,2
sáng,2
đợi,2
bà_già,2
cực,2
lề,2
thay,2
đứung,2
xang,2
hiện,2
điện_tử,2
âm_u,2
bạch_tuộc,2
12,2
đứng_chân,1
một_cái,1
bóng_lực,1
mọt,1
xé,1
toạc,1
sớm,1
lớp_học,1
ngưng,1
mà,1
phục_vụ,1
kế_hoạch,1
tên,1
vật,1
dây_xích,1
đông_đúc,1
ai,1
như,1
tiếp_cận,1
rời,1
teninis,1
thi_đua,1
nhanh,1
phi_ngựa,1
đànông,1
cao_lớn,1
đơ,1
Giải,1
vậ,1
tổ_chức,1
vopwjt,1
bình_minh,1
mắc_kẹt,1
đong,1
tennistrên,1
luyệ,1
lướt,1
đứn,1
độn,1
ôm_chân,1
mặt_trời,1
trạn,1
nđộng,1
đánh_bắt,1
tơi,1
vợ_chồng,1
chín,1
khán,1
gải,1
thầm,1
chuột,1
từng,1
thềm,1
khoảnh_khắc,1
quyền,1
đu,1
tượt,1
phòng_thủ,1
xe_hơi,1
đi_ngoài,1
nguwfoi,1
chui,1
8,1
bã,1
cẩm,1
đấn,1
lên_tay,1
cao_su,1
kích_thích,1
cào,1
nhựa_đường,1
tỉa,1
mộ,1
chấn_thương,1
thun,1
thành_viên,1
lót,1
qaun,1
sânn,1
14,1
gáo,1
nữa,1
nội_dung,1
nằng,1
lang_thang,1
bắt_chước,1
Coca,1
to,1
độngt,1
ác,1
cự_ly,1
trung_bình,1
thư_giãn,1
ấy,1
thoe,1
dõi,1
hình_vẽ,1
đựa,1
đáu,1
đấu_thủ,1
vọt,1
16,1
qủa,1
teinnis,1
bất_tỉnh,1
cầy,1
nhắm,1
đường_ray,1
vường,1
lít,1
Coca-Cola,1
Coke,1
than_cốc,1
lần_lượt,1
coca,1
gbay,1
lườm,1
lái_xe,1
kiên_nhẫn,1
đứ,1
bải,1
dodng,1
đột,1
Mỹ,1
tấn_công,1
ndma,1
trển,1
quảng_cáo,1
trước_sau,1
chỉ_đạo,1
la_hét,1
tâm,1
cổ_vũ,1
nàm,1
thích_thú,1
nsm,1
dặn_dò,1
chajy,1
tư,1
thê,1
bo,1
tbosng,1
bj,1
đán,1
hiệ,1
ngưỡi,1
hưỡng,1
đùa_giỡn,1
để_dành,1
ư,1
úp,1
21,1
hính,1
vãi,1
đạp,1
dánh,1
đánht,1
rả,1
tró,1
rúc,1
chuyên_nghiệp,1
áu,1
đỏ_đen,1
ảu,1
trang_phục,1
tả,1
khu_vực,1
ăn_uống,1
vài,1
3d,1
nhân_vật,1
thưc,1
vest,1
tennisq,1
guốc,1
phong_cảnh,1
mặt_biển,1
hòng,1
sâu,1
ngực,1
thọc,1
nến,1
cháy,1
chặt,1
tenni,1
trăm,1
anh,1
chafytreen,1
bịu,1
cày,1
rên,1
treen,1
la_làng,1
không_gian,1
tỏ_vẻ,1
vân,1
thử,1
cửa,1
Ấn_Độ,1
chở,1
chuồn,1
phấn_khích,1
ngiêng,1
chuống,1
vbowjt,1
quạt,1
đường_biên,1
đánn,1
con_nhỏ,1
sử_dụng,1
đant,1
hơi,1
mục_tiêu,1
cvhafy,1
bogn,1
đng,1
mứa,1
sânl,1
tre,1
cảnh,1
khung_cảnh,1
short,1
chạng_vạng,1
3,1
oông,1
caon,1
cùn,1
poster,1
luyên,1
cảnh_sát,1
hoạt_động,1
đôn,1
hội_ý,1
uốn_dẻo,1
nghỉ_dưỡng,1
ven,1
bầu_trời,1
chạy_đua,1
219,1
thanh_thiếu_niên,1
chơ,1
dụng,1
khan,1
tầm_trung,1
đây,1
bê_tông,1
bưng,1
khay,1
749,1
bóng_mát,1
tai,1
vải,1
thựa,1
bươc,1
đọi,1
xoăn,1
xách,1
phiên,1
dân_cư,1
cự,1
15,1
bàn_chải,1
tay_trong,1
nhoài,1
riêng,1
mái_chèo,1
cẩu,1
lặn,1
xuống_nước,1
đối_diện,1
tiếp_theo,1
chuyên,1
nghiejp,1
việc,1
gốc,1
lông,1
qảu,1
khẩu,1
đực,1
hoàn_thành,1
hoạt_hình,1
kích_cỡ,1
kích_thước,1
loại,1
ngòi,1
von,1
cản_trở,1
tie,1
cà_vạt,1
thắt,1
nahu,1
bsong,1
đồng_hồ,1
đắu,1
c,1
ầm,1
vén,1
le,1
chào,1
hoãn,1
trới,1
đốm,1
chắng,1
điểm_số,1
bém,1
27,1
thắng,1
nước_rút,1
níu_áo,1
đối_phương,1
nhúng,1
sậm,1
khản,1
dép,1
trắng_tay,1
nhối,1
đượt,1
nhai,1
tấn,1
vậnd,1
cầm_đồ,1
bào,1
cắt,1
khô,1
towdi,1
bọn,1
tất_cả,1
sinh_viên,1
xô_xát,1
ngắm,1
phố,1
746,1
bóng_tối,1
khoác,1
traajn,1
hả,1
rướn,1
đáo,1
omafu,1
á,1
đấu_đá,1
hiệp,1
triển_lãm,1
búng,1
nẽ,1
chào_đón,1
quản_lý,1
gặp_gỡ,1
đèn,1
vùng,1
đồi_núi,1
ddaaasu,1
dã_ngoại,1
bảo_hộ,1
ca_nhạc,1
lò,1
rủi_ro,1
sâ,1
ran,1
yên,1
gắn,1
đọng,1
có_thể,1
nguy_hiểm,1
tăng,1
lễ,1
Halloween,1
đứan,1
teay,1
ngoảnh,1
ậy,1
kiễng_chân,1
vị,1
quyến_rũ,1
ồng,1
rỗ,1
kĩ_thuật,1
bóngc,1
Tennis,1
xấy,1
thổi,1
mười,1
trennis,1
đangvung,1
hẻm,1
phj,1
bij,1
sắp_xếp,1
thu_dọn,1
phút,1
nắm,1
them,1
dướng,1
đfan,1
den,1
quần_hồng,1
sắn,1
sàng,1
côn,1
dạng,1
bút,1
quyển,1
vở,1
giọt,1
bự,1
yoga,1
nogafi,1
chà,1
dấu,1
thứ,1
mô_hình,1
nhực,1
nhẹ,1
dùng_bữa,1
mỏng,1
lộ,1
vô_cùng,1
chỉnh_sửa,1
Chelsea,1
trang,1
bìa,1
tạp_chí,1
tưng,1
áo_mưa,1
sâm,1
bật,1
coi,1
gợi_cảm,1
thiếu_niên,1
đồ_ăn,1
bảng,1
món,1
trò,1
hải,1
chôi,1
53,1
chgajy,1
vá,1
Seattle,1
đệm,1
điều_khiển_từ_xa,1
guitar,1
tủ,1
ngăn_kéo,1
trang_trí,1
thưa_thớt,1
gác_xép,1
ve,1
kimono,1
động,1
tren,1
mỉm,1
nhưng,1
lắc_lư,1
bỏ,1
trang_bị,1
tenns,1
khunng_thành,1
kiểm,1
giành,1
7,1
bột,1
mây,1
cờ,1
đối_mặt,1
quá_trình,1
tổi,1
kỳ_lạ,1
swing,1
khuôn_mặt,1
đĩa_bay,1
thu,1
cõng,1
ột,1
36,1
nâng,1
tám,1
bảy,1
dất,1
hadng,1
quây,1
thủe,1
đen_đỏ,1
ganh_đua,1
gầy_gò,1
sợi,1
cước,1
chưa,1
hoàn_chỉnh,1
ni,1
bày_bán,1
đỉnh,1
mũ_bảo_hiểm,1
dĩ,1
rẻ,1
vận_động,1
viêng,1
vợi,1
cvhujp,1
20,1
ngả,1
hào,1
TV,1
tv,1
mồ_hôi,1
gạch,1
thảm_thực_vật,1
gió,1
trawqsng,1
mặt_bằng,1
cời,1
nhà_bếp,1
bằn,1
gvowjt,1
luân_lưu,1
rìa,1
cung,1
tthi,1
nma,1
dưa,1
ngườ,1
hiên,1
lửa,1
