word,frequency
không_gian,155
tự_tin,155
bãi,155
đất,153
bơi,150
thật,149
mang,149
thử_thách,149
vượt,148
bắn,148
ba,148
tinh_thần,147
lặn,146
đến,145
đều,145
vươn,144
khung_thành,143
cuộc_chiến,142
đôi,142
lao,142
vàng,140
thủ_môn,140
ánh_sáng,136
chụp,136
lưới,134
theo,133
sút,133
đông_đảo,132
chờ_đợi,132
xuất_sắc,129
mỗi,128
trái,128
khác,128
nằm,127
quyết_liệt,126
ấn_tượng,126
biên,125
sân_nhà,124
nơi,123
sôi_động,122
đặt,120
lại,119
bức,119
chiếu,118
không_thể,117
số,115
vườn,114
khiến,114
cây,112
thấp,112
nghệ_thuật,112
mặt_nước,110
đã,110
công_viên,109
đồ,109
hấp_dẫn,106
có,105
nhiều,105
đón,104
tại,103
sẽ,103
kiếm,103
cam,103
mãnh_liệt,102
tuyết,101
sắp,100
bầu,100
màn,99
lướt,98
di_chuyển,97
sàn,97
họ,96
đông,96
làm,95
cảm_xúc,94
nện,94
tốc_độ,94
bộ,94
cung,93
điêu_luyện,93
dương,91
sóng,91
nhanh,90
trượt,90
bóng_chuyền,90
chạm,90
đèn,89
đi,89
võ_sĩ,89
giây_phút,88
tập_luyện,88
kỹ_năng,87
bầu_dục,87
nổi_bật,86
hãy,86
tạ,85
hướng,84
nỗ_lực,84
ảnh,84
buổi,84
đám,84
nâng,84
thi,84
bơi_lội,84
khéo_léo,83
hồ,83
cưỡi,81
giành,81
cát,81
taekwondo,81
bạn,81
ôm,80
ngoạn_mục,80
tấn_công,79
dáng,79
chờ,79
xe_đạp,79
judo,78
đỉnh_cao,78
đi_ở,78
tài_năng,77
đổ_dồn,77
phòng,76
mặt,76
bóng_bàn,75
xem,75
thanh_niên,75
voi,74
tập,74
đường_bay,74
cảm_giác,73
bùng_nổ,73
giữ,73
không_trung,73
hòa,73
đòn,73
ai,73
ban_ngày,72
xám,72
lớn,71
cầu,71
trình_diễn,71
cỏ,70
làn,69
gần,69
nhưng,69
tay_đua,69
bàn,69
niềm,68
hình,68
cố_gắng,67
phấn_khích,67
trang_phục,67
gió,67
còn,66
hàng,66
ghế,66
giải_đấu,65
sút_bóng,65
thiên_nhiên,65
chỉ,65
tập_trung_cao_độ,64
golf,64
chuyển_động,64
dài,64
tay_vợt,63
gấu,62
banh,61
nhịp,61
chiến_đấu,61
xung_quanh,61
mãn,61
sân_đấu,61
bóng_nước,60
ghi_điểm,60
tấm,60
đáng,60
chính_xác,60
nhãn,59
tay_cầm,59
dẫn,58
lấy,58
lòng,57
tài,57
nhí,56
ronaldo,56
đại_dương,56
ngã,56
cả,55
hòa_quyện,54
trắng_đen,54
tím,54
lấp_lánh,54
cảnh_tượng,53
bước_đi,52
váy,52
bốn,51
phát,51
trượt_tuyết,51
đấm,51
khỏi,51
sức,50
rời,50
rọi,50
cách,49
chú,49
tất_cả,49
thả,48
bối_cảnh,48
bứt_phá,48
rugby,47
mũ,47
điều_khiển,47
dòng,47
đồng_đội,47
lan_tỏa,47
đây,47
ông_già,47
sâu,47
thủ,46
cầu_lông,46
bất_ngờ,46
cổ_vũ,46
xe,46
hành_động,46
mèo,45
ván,45
hâm_mộ,45
ghi_bàn,45
mục_tiêu,45
thể_dục,45
khuỵu,45
rổ,45
năng_lượng,45
phản_chiếu,44
tràn_đầy,44
thành,44
cuồng_nhiệt,44
núi,44
hứa_hẹn,43
đạp,43
dụng_cụ,43
vui,43
thở,43
trở_nên,42
giọt,42
ta,42
bắt_đầu,42
biểu_diễn,42
sống_động,42
lá,42
tĩnh_lặng,42
cười,42
hàng_rào,42
cơn,42
trụ,42
có_thể,42
mồ_hôi,42
đập,41
đầu,41
giây,41
quỳ,41
hồng,41
dồn,41
cạnh_tranh,40
thách_thức,40
gay_cấn,40
hướng_dẫn,40
tiếng,39
tóe,39
hoàng_hôn,39
bóng_bay,39
khám_phá,38
phối_hợp,38
đuổi,38
cam_go,37
vận_động,37
nghẹt_thở,37
hiện,37
sang,37
mũi_tên,37
rõ,37
đam_mê,37
kiên_cường,37
golfer,37
đích,36
nhỏ,36
huấn_luyện_viên,36
xa,36
hết_mình,36
tiến,35
yên,35
vượt_trội,35
một_cách,35
bầu_trời,35
nhựa,35
tranh_giành,35
cầu_môn,34
dũng_cảm,34
lúc,34
cánh,34
phong_cách,34
mạnh,34
bị,34
quên,34
mạo_hiểm,34
thế_giới,34
dĩa,34
ngăn_cản,33
đà,33
giải,33
giờ,33
hơn,33
bao_trùm,33
chàng,33
một_vài,33
khẳng_định,33
cực,33
ăn_mừng,33
nhiệt_huyết,33
vòng,33
vai,32
triathlon,32
điểm,32
kiểm_soát,32
mà,32
tuyệt_đối,32
đối_phương,32
đẹp_mắt,32
tự_do,32
lưng,32
nhẹ_nhàng,32
nhồi,31
sân_khấu,31
nhắm,31
ngửa,31
màu_sắc,31
quyết_đoán,31
ngậm,31
thấy,31
cận_cảnh,31
ngôi_sao,31
gối,31
ngừng,31
trai,31
dũng_mãnh,31
rất,30
bể_bơi,30
quanh,30
bóng_ném,30
tâng,30
chiến_thuật,30
tay_trái,30
mát,30
diễn_biến,29
nhanh_nhẹn,29
nổi,29
vẻ,29
thẳm,29
hành_trình,29
chính,29
gỗ,29
nắm,29
cơ_bắp,29
kỳ_diệu,29
vươn_mình,29
bờ,28
chăm_chú,28
kinh_ngạc,28
tận_hưởng,28
tinh_tế,28
san,28
diều,28
buồm,28
nụ,28
vô_địch,28
biển_cả,28
bình,28
hào_hứng,27
cúi,27
nhón,27
chi_tiết,27
tối_đa,27
nét,27
đồng_phục,27
quan_trọng,26
lung_linh,26
giống,26
áp_lực,26
sọc,26
khốc_liệt,26
văng,26
dâng,26
kết_hợp,26
mặt_trời,26
chơi_đùa,26
băng,26
tràn_ngập,26
chiến_binh,26
chuyên_nghiệp,26
kính,26
khả_năng,26
cản,25
chặt,25
bắt_tay,25
căng,25
reo_hò,25
vinh_quang,25
thêm,25
vị_trí,25
chắc_chắn,25
đồ_chơi,24
trải,24
giỏ,24
rộng_lớn,24
miệng,24
sông,24
rơi,24
lăn,24
táo_bạo,24
mưa,23
thắng,23
ngôi,23
tăng,23
viên,23
huyền_ảo,23
cứu,23
nhất,23
vòi,23
phòng_ngự,23
hết,23
tình_huống,23
nóng_bỏng,23
cơ_hội,23
bảo_vệ,23
làn_sóng,23
bông,23
bật,23
vút,22
bản_lĩnh,22
đối_mặt,22
nhảy_cao,22
phô_diễn,22
chuẩn_xác,22
anh_chàng,22
giày,22
chú_ý,22
đẩy,22
dẻo_dai,22
trò_chuyện,22
đội_tuyển,22
đấu_trường,22
kép,22
vững,22
tường,22
tuổi,22
khó,21
hy_vọng,21
đồng,21
thế,21
thẳng,21
rải_rác,21
cản_phá,21
chói_chang,21
chứng_tỏ,21
khán_đài,21
xuất_phát,21
phiêu_lưu,21
phi,21
dây,21
giường,21
mờ_ảo,21
hùng_vĩ,21
ghi,21
khí_thế,21
đoàn_kết,21
nhặt,20
sát,20
sắc,20
trào,20
ngay,20
lơ_lửng,20
khó_khăn,20
cực_kỳ,20
sôi_nổi,20
boxing,20
giới_hạn,20
tivi,20
dắt,20
đĩa,20
thú_vị,20
mùa,20
bởi,20
xếp_hàng,20
vẫn,20
nhớ,20
đội_hình,20
đó,20
quần,20
rừng,19
huyền_bí,19
xong,19
gì,19
lướt_ván,19
phi_thường,19
bao_la,19
bao_giờ,19
mét,19
ngang,19
nói_chuyện,19
khoan_nhượng,19
gương_mặt,19
bản_thân,19
cuồn_cuộn,19
nguời,19
mơ,19
biểu_tượng,19
cống_hiến,19
yên_tĩnh,19
tự_hào,19
cuốn_hút,19
nín,19
nền,19
chuyền,18
thú,18
thảo_luận,18
nâu,18
cảm_hứng,18
cá,18
dấu_ấn,18
vô_cùng,18
thật_sự,18
nón,18
mướt,18
khởi_động,18
ngừng_nghỉ,18
đồi,18
sức_sống,18
olympic,18
hò_reo,17
xe_lăn,17
ông,17
thuyền_buồm,17
chóng_mặt,17
tiếp_theo,17
quang_cảnh,17
bộ_môn,17
chiến,17
chớp,17
đâm,17
bắc,17
lái,17
khuôn_mặt,17
nam_nữ,17
đánh_bóng_chày,17
sĩ,17
chung,17
rạng_rỡ,17
kiêu_hãnh,17
nhát,17
xuống_nước,17
gây,17
real,17
bao,16
kiên_trì,16
tham_gia,16
thu_hút,16
vợ,16
quay,16
mới,16
kết_nối,16
tụ_tập,16
madrid,16
sắc_bén,16
đối_đầu,16
ném_đĩa,16
cặp,16
sân_chơi,16
giấc,16
tin,16
đô_vật,16
nàng,16
vận,16
sức_lực,16
thay_đổi,15
điều,15
trở_thành,15
kìa,15
sườn,15
dứt_điểm,15
xanh_biếc,15
hứng_khởi,15
đồng_cỏ,15
hiện_đại,15
cử,15
lớn_tuổi,15
đường_phố,15
lão,15
thợ,15
cha,15
chiều,15
swing,15
thời_gian,15
rowing,15
kéo,15
thổi,15
xuyên,15
so,15
ngắn,15
hiểm_hóc,15
nguy_hiểm,15
quần_vợt,15
thảy,15
nhanh_chóng,14
vào_cuộc,14
tầm,14
dứt_khoát,14
thơ_mộng,14
độ,14
khởi_đầu,14
học,14
liệu,14
uyển_chuyển,14
dù,14
lớp,14
mẹ,14
bà,14
hạnh_phúc,14
thảm_đấu,14
kia,14
tối,14
khách,14
trần,14
càng,14
ngủ,14
thảm,14
ngập_tràn,14
ngưỡng_mộ,14
kiên_nhẫn,14
trôi,14
điều_chỉnh,14
đàn,14
vỡ,14
thanh,14
dang,14
cuối_cùng,14
ngày,14
mã,14
âm_thanh,13
tưởng_tượng,13
môn_đấu,13
động_lực,13
lợi_thế,13
cảm_nhận,13
tăng_tốc,13
nhẹ,13
gập,13
dốc,13
nóng,13
bỏ,13
dường_như,13
tảng,13
gia_đình,13
căn,13
vận_động_viên_tỏa,13
chwoi,13
mái_chèo,13
phút_giây,13
xóa,13
trò_chơi,13
dẫn_dắt,13
lạnh,13
ý_chí,13
ngăn_chặn,13
bọt,13
đấu_vật,13
ngọn,13
linh_hoạt,13
huy_chương,13
cởi,13
phần,13
thành_công,13
tận_dụng,13
đai,13
rào,13
xà,13
khắc_nghiệt,12
né,12
đánh_đầu,12
vỉa_hè,12
giao_tranh,12
cristiano,12
hôm_nay,12
đẳng_cấp,12
tìm,12
đúng,12
sở,12
nhịp_điệu,12
năm,12
chặt_chẽ,12
dây_cung,12
yêu,12
thứ,12
kết_thúc,12
dộng,12
giao,12
trái_tim,12
gác,12
chứng_kiến,12
bay_lượn,12
nhào_lộn,12
trến,12
quyện,12
vạch,12
náo_nhiệt,12
nhịp_nhàng,12
găng,12
chói,12
rộng,12
đáy,12
khăn,12
tàu,12
huyền_thoại,12
rõ_ràng,11
tinh_thần_đồng_đội,11
cảnh_sắc,11
xếp,11
thăng_hoa,11
bàn_tay,11
không_thể_nào,11
đoạn,11
học_sinh,11
xử_lý,11
cổ_động_viên,11
chặng,11
khắp,11
va_chạm,11
càm,11
khí,11
điền_kinh,11
màn_hình,11
trầm_trồ,11
trẻ_em,11
môt,11
góc,11
quyền,11
đấu_sĩ,11
g,11
tình,11
cờ,11
đồng_bộ,11
kỵ_sĩ,11
khum,11
khoe,11
òa,11
lặng_lẽ,11
xảy,11
cảnh_vật,11
nảy_lửa,11
phong_thái,11
chống,11
dừng,11
lịch_sử,11
cúp,11
vang,11
lỡ,11
qua_mặt_nước,11
đổ,10
bứt,10
new,10
zealand,10
trúng,10
thăng_bằng,10
minh,10
nó,10
cắt,10
tính,10
phút,10
thế_trận,10
cảnh,10
uống,10
kayak,10
sải,10
vali,10
hết_sức,10
đỉnh,10
khu,10
robot,10
cơ_thể,10
treo,10
chứng,10
tên,10
con_người,10
gia_tăng,10
ngắm,10
handball,10
hụt,10
tốc,10
vì,10
federer,10
hăng_say,10
gãy,10
thủy_thủ,10
tuyệt_mỹ,10
vững_vàng,10
thực_sự,10
nhận,10
bản,10
sáng_rực,10
hoàn_thành,10
bàn_bạc,10
kiên_định,10
lướt_sóng,10
bí_ẩn,10
uy_lực,10
nhiệt_tình,10
đấu_thủ,10
toát,10
quyến_rũ,10
phong_độ,10
lý_tưởng,10
bình_yên,10
ali,10
hoá_trang,9
vui_vẻ,9
cần,9
rượt,9
tay_phải,9
cũng,9
đang_tỏa,9
đèn_chiếu,9
ngược,9
toà,9
chữ_kí,9
thời_khắc,9
vòng_tròn,9
vững_chãi,9
thể_lực,9
rướn,9
mê_hoặc,9
nghiệm,9
cố,9
bài_tập,9
hơi,9
bậc,9
xuồng,9
cột,9
cánh_tay,9
chắc,9
tình_yêu,9
nghỉ,9
mặt_đất,9
cửa_sổ,9
lửa,9
tươi,9
máy,9
tựa,9
tột_độ,9
cuối,9
cẩn_thận,9
vỗ_về,9
biến,9
áo_khoác,9
bikini,9
tự_nhiên,9
cục_diện,9
hưng_phấn,9
mõm,9
toàn_bộ,9
khám_phá_vẻ,9
khát_khao,9
rèn_luyện,9
dạo,9
sắc_màu,9
háo_hức,9
địa_hình,9
phản_công,9
yên_bình,8
bỏng,8
nghỉ_ngơi,8
dõi,8
10,8
bùng,8
khao_khát,8
chờm,8
cán,8
người_lớn,8
hội_tụ,8
làm_nên,8
đắm_chìm,8
thoát,8
nặng,8
kiếm_thuật,8
đồng_điệu,8
nhật,8
phòng_thủ,8
đạt,8
dọc,8
bài,8
hoàn_toàn,8
14,8
sinh_động,8
gặp,8
tâm_huyết,8
rực,8
ra_sức,8
kỹ_lưỡng,8
phẳng_lặng,8
ngón,8
đào,8
chiếm,8
trở_lại,8
phạt,8
khối,8
hề,8
trong_lành,8
bừng,8
tuyệt_đỉnh,8
nào,8
đột_phá,8
đan,8
nghị_lực,8
juventus,8
cao_độ,8
vài,8
nguwofi,8
vĩ_đại,8
thích,8
bánh,8
thân,8
nghệ_sĩ,8
bánh_xe,8
đồng_hành,8
lục,8
lượt,8
phụ_huynh,8
kobe,8
vỗ_tay,8
nghiêm_túc,8
ăn,8
dẫn_đầu,7
dậy,7
kí_tên,7
thang,7
vây,7
rằng,7
máy_ảnh,7
chứng_minh,7
hạ,7
sắp_sửa,7
nữa,7
thành_tích,7
trường,7
đủ,7
cao_tay,7
ân,7
quá,7
giãn,7
chéo,7
biểu_cảm,7
tenins,7
dày,7
đồng_loạt,7
tán,7
sôi_sục,7
quý_giá,7
độc_đáo,7
nước_rút,7
phủ,7
máy_tính,7
hoàn_mỹ,7
ấy_tỏa,7
trẻ_trung,7
tìm_kiếm,7
bi,7
không_tưởng,7
khổng_lồ,7
ngời,7
vơi,7
ra_tay,7
yên_ả,7
chuẩn,7
trước_mắt,7
lồng,7
đánh_dấu,7
quyết_tâm_tỏa,7
bụi,7
ireland,7
ban_đêm,7
quật,7
kiểm_tra,7
chướng_ngại_vật,7
dịu_dàng,7
giương,7
wrestling,7
vật,7
giai_đoạn,7
giúp,7
khúc,7
tia,7
bữa,7
đặc_biệt,7
phong_cảnh,7
mở,7
học_viên,7
quyết_chiến,7
kĩ_thuật,6
all,6
lễ_hội,6
võ_đài,6
blacks,6
ngàn,6
chứa,6
bảo_hiểm,6
quần_áo,6
hút,6
hừng_hực,6
gồng,6
hông,6
muốn,6
trở_ngại,6
san_hô,6
việc,6
tiệc,6
động_viên,6
chưa,6
cua,6
7,6
chủ,6
sắt,6
úc,6
9,6
anh_em,6
tẻ,6
vững_chắc,6
phá,6
bán,6
ngần_ngại,6
quảng_cáo,6
biểu_thị,6
sâu_sắc,6
đanh,6
số_phận,6
đặt_chân,6
tóc,6
quạt,6
trong_vắt,6
luôn,6
tránh,6
lưu_niệm,6
vùng,6
xin,6
năng_động,6
ưu_thế,6
âm_u,6
hân_hoan,6
chày,6
12,6
tác_phẩm,6
trao_đổi,6
xuất_hiện,6
trình_diễn_xuất_sắc,6
tỏa,6
sáng_tạo,6
sặc_sỡ,6
bố_mẹ,6
tích_cực,6
cao_trào,6
đỉnh_điểm,6
đợt,6
gồm,6
thua,6
sẩy,6
mênh_mông,6
lăn_tăn,6
cảnh_quan,6
chao_đảo,6
tâm_trạng,6
tiếp_xúc,6
chân_trời,6
hoang_dã,6
xinh_đẹp,6
chươi,6
quan,6
thư,6
bia,6
ra_sức_mạnh,6
gạch,6
khung,6
trán,6
lạnh_giá,6
thành_viên,6
ngọc,6
tạm,6
ăn_ý,6
hoành_tráng,6
kẽm,6
gắn_kết,5
phản_xạ,5
lộn,5
nhấn,5
tự_tin_tỏa,5
rộn_ràng,5
lưỡi,5
vị,5
sợi,5
đối_diện,5
sức_ép,5
mát_mẻ,5
chớp_nhoáng,5
gamero,5
dựa,5
truyền_cảm_hứng,5
bolt,5
phạt_góc,5
tập_hợp,5
điềm_tĩnh,5
sớm,5
đội_ngũ,5
quigley,5
rào_cản,5
thưởng_thức,5
chặn,5
cuộc_sống,5
môi_trường,5
đấu_tranh,5
paris,5
bục,5
sinh_nhật,5
cầu_trượt,5
brazil,5
madison,5
răng,5
keys,5
serena,5
mỹ,5
gợi,5
sofa,5
khắp_nơi,5
15,5
nhấc,5
tiếp,5
raptors,5
chào,5
yoshimura,5
bowling,5
say_đắm,5
mượt_mà,5
co,5
chai,5
hiện_thực,5
mặt_nạ,5
sắc_lẹm,5
lôi_cuốn,5
thùng,5
18,5
gận,5
chói_lọi,5
đoàn,5
thềm,5
trao,5
tín_hiệu,5
đức,5
phóng,5
nhỏ_tuổi,5
túi,5
con_gái,5
kết_quả,5
ghi_hình,5
badminton,5
săn,5
vỗ,5
chất,5
đầu_tiên,5
chìm,5
bảo,5
cano,5
mềm_mại,5
kịp,5
hàng_đầu,5
jake,5
thần_thánh,5
chăm_sóc,5
tủ_lạnh,5
nhún,5
kình_ngư,5
tươi_sáng,5
câu_chuyện,5
quán,5
cuộc_chơi,5
hăng_hái,5
xanh_ngắt,5
cháy,5
thể_hình,5
cân_bằng,5
vật_dụng,5
mỉm,5
ý_nghĩa,5
gọn_gàng,5
ấm_áp,5
bắt_cái,5
hiểm_trở,5
hàng_loạt,5
hazard,5
thời_tiết,5
duyên_dáng,5
vòng_đấu,5
vang_vọng,5
đánh_đôi,5
hồi,5
áp_đảo,5
fukushima,5
mickle,5
che,5
gym,5
gonzaga,5
balo,5
bàn_phím,5
xà_kép,5
progers,5
cừu,5
hải_cẩu,5
da,5
đẩy_mạnh,4
trang,4
cứu_hoả,4
jr,4
thiết_bị,4
gương,4
đồng_lòng,4
fan,4
tài_nghệ,4
tòa,4
như_thể,4
chuyến,4
tay_chơi,4
điện_tử,4
cũ,4
13,4
photoshop,4
tenns,4
nghe,4
núi_non,4
thử,4
mô_tả,4
cổ_điển,4
hoàn_thiện,4
lề_đường,4
chuyên_dụng,4
chối_từ,4
con_trai,4
chuyển,4
đậu,4
bình_tĩnh,4
đặc_trưng,4
dẽo,4
sống,4
bể,4
tên_lửa,4
dồn_dập,4
kích_thích,4
trăm,4
bryant,4
sát_cánh,4
đừng,4
paul,4
orton,4
randy,4
ở_trần,4
kỷ_niệm,4
nhịp_độ,4
ngờ,4
sẵn,4
chào_đón,4
người_hùng,4
đùi,4
hoa,4
vẫy,4
bước_ngoặt,4
cấn,4
chiều_tà,4
vòng_vây,4
thời_điểm,4
vồ,4
bảng,4
giả,4
chuồn,4
bình_minh,4
phục_vụ,4
soi,4
bóng_tối,4
sơ_mi,4
nảy,4
2022,4
mạo_hiểm_này,4
vọt,4
trèo,4
đằng,4
hài_hòa,4
beckham,4
vậy,4
thè,4
dáng_vẻ,4
thót_tim,4
nỗi,4
sắc_lạnh,4
lãng_mạn,4
chất_lượng,4
lập,4
thôi,4
lần,4
tính_toán,4
kimono,4
xuống_dốc,4
thanh_thoát,4
mong_chờ,4
tâm_hồn,4
sương_mù,4
chuản,4
2024,4
khu_vực,4
nhọn,4
chim,4
dấn_thân,4
nổi_tiếng,4
huy_hoàng,4
ring,4
chịu,4
wwe,4
bảo_hộ,4
gấu_trắng,4
messi,4
tình_thế,4
phấn_đấu,4
bóng_dáng,4
1,4
bão_tuyết,4
mất,4
hãm,4
lesnar,4
cãi,4
trọn_vẹn,4
dễ_dàng,4
quay_phim,4
dữ_dội,4
tô_điểm,4
hùng_mạnh,4
cửa_hàng,4
cá_mập,4
kỳ_thú,4
sắc_sảo,4
chặn_đứng,4
30,4
tâm_điểm,4
borgia,4
đường_nét,4
phấn_khởi,4
bát,4
sử_dụng,4
lò_sưởi,4
chăm_chỉ,4
thán_phục,4
đêm,4
gồ_ghề,4
lóa,4
đọng,4
bổng,4
tiên,4
bay_bổng,4
kịch_tích,4
khuất_phục,4
giấy,4
tay_lái,4
đêm_tối,4
kỷ_luật,4
ski,4
lề,4
lực,4
giao_lưu,4
khoảng_cách,4
chay,4
bất_tận,4
thu,4
lớp_học,4
xe_buýt,4
áo_choàng,4
xẹp,4
kỳ_vọng,4
bão,4
dày_đặc,4
sắp_xếp,4
dãy,4
11,4
say_mê,4
danh_giá,4
nồng_nhiệt,4
tâm_trí,4
nhanh_nhạy,4
thư_giãn,4
vinícius,4
2,4
chạy_đua,4
thuyền_trưởng,4
nhằn,4
muhammad,4
thần_thái,4
khát_vọng,4
đỏ_rực,4
dâu,4
cozumel,4
vest,4
lều,3
usa,3
lắng_đọng,3
kinh_điển,3
cuộn,3
tennsi,3
thông_minh,3
cười_tỏa,3
chiếm_lĩnh,3
em,3
gấp_gáp,3
chứa_đựng,3
tranh_thủ,3
lực_sĩ,3
nhấn_mạnh,3
đầy_đủ,3
hoang_sơ,3
56,3
kế,3
chiêm_ngưỡng,3
giao_tiếp,3
bất_chấp,3
thể_hiện_tình_yêu,3
buốt,3
2012,3
london,3
bác_sĩ,3
giao_hữu,3
cầu_vồng,3
nổi_bật_vẻ,3
germania,3
kết,3
phồng,3
league,3
lạnh_lẽo,3
học_hỏi,3
gọn,3
lỗ,3
putt,3
mờ,3
cương,3
đem,3
giờ_đây,3
miệt_mài,3
trốn,3
tiềm_ẩn,3
chém,3
bóng_bẩy,3
cuốn,3
dunk,3
lebron,3
cửa_kính,3
usain,3
đánh_bật,3
quần_soóc,3
nuôi_dưỡng,3
mượt,3
tượng_trưng,3
nhấp_nhô,3
dễ,3
cưỡng,3
mây,3
tenní,3
thúc_đẩy,3
tỏ,3
hậu_vệ,3
chực,3
dấu,3
in,3
thực_thụ,3
tột_đỉnh,3
học_trò,3
găng_tay_chơi,3
kỳ_tích,3
tiếp_cận,3
bàn_chân,3
phsia,3
vìa,3
lực_lượng,3
chicago,3
chia_sẻ,3
miami,3
cầu_thang,3
australia,3
lên_mặt_nước,3
giao_đấu,3
đảm_bảo,3
phụ,3
đội_trưởng,3
giao_thoa,3
-,3
đấu_trí,3
đựng,3
nặn,3
khẳng_định_vị_thế,3
gái_tỏa,3
mục_tiêu_chuẩn_bị,3
gợn,3
bề_mặt,3
đồng_diễn,3
sevilla,3
choi,3
chăm_chút,3
đất_cát,3
găng_tay_cầm,3
gục,3
ướt_đẫm,3
ngại,3
đung_đưa,3
máy_sấy,3
hạ_gục,3
hoàn_toàn_tập_trung,3
bụng,3
trắng_tinh,3
thế_hệ,3
áo_giáp,3
dành,3
trong_veo,3
tâm,3
mong_đợi,3
trưng_bày,3
sox,3
red,3
indians,3
nhóc,3
thần_tốc,3
sóc,3
đỏ_rực_rỡ,3
mái,3
tưng_bừng,3
dấu_hiệu,3
hè,3
hạ_mình,3
sự_nghiệp,3
sô,3
mốt,3
trường_học,3
ban,3
6,3
hoan_hô,3
rung_chuyển,3
canada,3
tỉ_mỉ,3
khẳng_định_tinh_thần,3
bơm,3
nhảy_vọt,3
dấu_vết,3
liên_tục,3
xanh_rì,3
nhường,3
tích_tắc,3
tna,3
khóa,3
ô_tô,3
roger,3
chắn,3
polo,3
nay,3
quyết_thắng,3
vũ_điệu,3
thất_bại,3
8,3
chậm_rãi,3
đnag,3
trắng_tinh_khôi,3
duy_trì,3
nội_lực,3
hùng_tráng,3
đánh_bóng_rổ,3
giải_lao,3
xứng_đáng,3
quốc_gia,3
ra_điều,3
nha,3
bồ,3
kề,3
nằm_xuống,3
khơi,3
chảy,3
chuẩn_mực,3
đắm,3
kẹo_cao_su,3
sự_kiện,3
cử_động,3
điệu,3
bó,3
sức_bật,3
toàn_lực,3
anh_trai,3
bố,3
bốc,3
thun,3
lội,3
đồng_hồ,3
vệt,3
quấn,3
sất,3
tập_thể_dục,3
bệ,3
sevens,3
dàn,3
tuyệt_diệu,3
rẽ,3
cháy_bỏng,3
tâm_lý,3
vui_mừng,3
tai,3
dần,3
làm_chủ,3
tràn,3
gaméz,3
thay,3
thủ_thế,3
chúc_mừng,3
xe_hơi,3
yếu_tố,3
hay,3
làng,3
phấp_phới,3
phản_ánh,3
uốn,3
kỷ_lục,3
ảo,3
chìm_đắm,3
động,3
cụt,3
cá_heo,3
cắn,3
khoác,3
coast,3
gold,3
nhảy_cầu,3
vướng,3
kinh_nghiệm,3
sáu,3
mời_gọi,3
chỉ_đạo,3
trang_bị,3
động_học,3
đàng,3
yếu,3
du_thuyền,3
treen,3
vũng,3
thần_tiên,3
sức_bền,3
châu,3
thảo_luận_chiến_thuật,3
tương_lai,3
bất_khuất,3
quyết_đấu,3
hít,3
giận_dữ,3
ironman,3
bền_bỉ,3
đậm,3
vnaja,3
ôn,2
họp,2
namd,2
bạc,2
thân_mật,2
nói,2
thanh_bình,2
tờ,2
vô_biên,2
mặt_đường,2
24,2
theo_đuổi,2
